homo_sapiens,pongo_abelii
ENSG00000198130,ENSPPYG00000017563,48.6683
ENSG00000260665,ENSPPYG00000019810,46.437
ENSG00000261784,ENSPPYG00000019826,46.1026
ENSG00000260129,ENSPPYG00000019810,46.4536
ENSG00000261201,ENSPPYG00000019804,46.2545
ENSG00000261201,ENSPPYG00000020004,46.7638
ENSG00000260596,ENSPPYG00000019678,47.2656
ENSG00000260596,ENSPPYG00000018981,46.6963
ENSG00000260596,ENSPPYG00000018311,45.7895
ENSG00000262022,ENSPPYG00000019213,48.9102
ENSG00000260117,ENSPPYG00000019257,49.1552
ENSG00000187939,ENSPPYG00000018009,46.2963
ENSG00000260789,ENSPPYG00000019768,42.7931
ENSG00000260789,ENSPPYG00000019810,46.0846
ENSG00000260789,ENSPPYG00000018167,47.351
ENSG00000260789,ENSPPYG00000018917,45.7787
ENSG00000151689,ENSPPYG00000018489,49.2444
ENSG00000151689,ENSPPYG00000019946,46.3768
ENSG00000151689,ENSPPYG00000019239,49.429
ENSG00000151689,ENSPPYG00000019600,49.0148
ENSG00000151689,ENSPPYG00000018553,49.4354
ENSG00000151689,ENSPPYG00000018835,48.722
ENSG00000151689,ENSPPYG00000017563,48.8095
ENSG00000151689,ENSPPYG00000017575,48.2353
ENSG00000151689,ENSPPYG00000020621,49.4453
ENSG00000151689,ENSPPYG00000018699,49.353
ENSG00000151689,ENSPPYG00000018595,49.1674
ENSG00000151689,ENSPPYG00000020076,49.0686
ENSG00000262334,ENSPPYG00000019738,48.9986
ENSG00000259823,ENSPPYG00000018175,48.5864
ENSG00000261352,ENSPPYG00000017535,39.2641
ENSG00000263255,ENSPPYG00000018240,28.4957
ENSG00000262204,ENSPPYG00000018069,43.6131
ENSG00000259816,ENSPPYG00000017530,34.4972
ENSG00000259816,ENSPPYG00000018699,48.8029
ENSG00000262622,ENSPPYG00000017863,48.2703
ENSG00000262770,ENSPPYG00000018069,43.6047
ENSG00000262742,ENSPPYG00000018747,48.9437
ENSG00000262742,ENSPPYG00000019231,48.4014
ENSG00000262742,ENSPPYG00000018815,48.8779
ENSG00000262742,ENSPPYG00000020815,49.0372
ENSG00000262742,ENSPPYG00000020797,48.7353
ENSG00000262742,ENSPPYG00000019265,48.7721
ENSG00000262742,ENSPPYG00000018823,48.6098
ENSG00000262742,ENSPPYG00000017722,48.8275
ENSG00000262742,ENSPPYG00000018327,48.627
ENSG00000262742,ENSPPYG00000017539,48.3478
ENSG00000262742,ENSPPYG00000019265,48.4724
ENSG00000262742,ENSPPYG00000018763,48.4211
ENSG00000262742,ENSPPYG00000017575,48.0331
ENSG00000151690,ENSPPYG00000020621,50
ENSG00000151690,ENSPPYG00000018907,48.1625
ENSG00000151690,ENSPPYG00000017820,49.1974
ENSG00000151690,ENSPPYG00000019003,49.5463
ENSG00000151690,ENSPPYG00000017649,49.3108
ENSG00000151690,ENSPPYG00000020607,49.5495
ENSG00000151690,ENSPPYG00000018813,49.5009
ENSG00000151690,ENSPPYG00000019247,48.5674
ENSG00000262578,ENSPPYG00000017541,23.5258
ENSG00000263040,ENSPPYG00000017575,44.4785
ENSG00000263040,ENSPPYG00000019896,49.3783
ENSG00000263040,ENSPPYG00000017575,45.8763
ENSG00000262249,ENSPPYG00000017541,23.1254
ENSG00000262249,ENSPPYG00000018274,48.6198
ENSG00000263135,ENSPPYG00000018069,45.2975
ENSG00000262101,ENSPPYG00000019265,48.3812
ENSG00000262969,ENSPPYG00000019716,48.83
ENSG00000262969,ENSPPYG00000020090,49.0342
ENSG00000262103,ENSPPYG00000019265,48.8159
ENSG00000261993,ENSPPYG00000018069,45.6
ENSG00000262606,ENSPPYG00000019247,48.1535
ENSG00000189362,ENSPPYG00000019213,49.1407
ENSG00000189362,ENSPPYG00000017575,46.0648
ENSG00000262393,ENSPPYG00000018069,44.6108
ENSG00000262379,ENSPPYG00000018069,45.3477
ENSG00000262889,ENSPPYG00000018069,43.2258
ENSG00000262908,ENSPPYG00000018819,49.2299
ENSG00000262634,ENSPPYG00000018725,48.6403
ENSG00000138386,ENSPPYG00000019525,49.322
ENSG00000138386,ENSPPYG00000019525,47.3592
ENSG00000138386,ENSPPYG00000019003,49.1743
ENSG00000138386,ENSPPYG00000018587,48.7712
ENSG00000138386,ENSPPYG00000020603,48.715
ENSG00000138386,ENSPPYG00000017575,45.4338
ENSG00000138386,ENSPPYG00000017573,49.0775
ENSG00000138386,ENSPPYG00000019455,48.9887
ENSG00000138386,ENSPPYG00000017955,48.4046
ENSG00000138386,ENSPPYG00000020902,48.6252
ENSG00000138386,ENSPPYG00000017955,48.4046
ENSG00000261899,ENSPPYG00000020224,49.7143
ENSG00000261899,ENSPPYG00000020888,48.2759
ENSG00000261899,ENSPPYG00000017782,48.9703
ENSG00000261899,ENSPPYG00000018857,49.594
ENSG00000262914,ENSPPYG00000018069,43.6131
ENSG00000262697,ENSPPYG00000017863,48.2703
ENSG00000263210,ENSPPYG00000018069,43.6047
ENSG00000263247,ENSPPYG00000017575,44.4785
ENSG00000263247,ENSPPYG00000019896,49.3783
ENSG00000263247,ENSPPYG00000017575,45.8763
ENSG00000262757,ENSPPYG00000018069,45.2975
ENSG00000262955,ENSPPYG00000019265,48.3812
ENSG00000115419,ENSPPYG00000018827,49.0484
ENSG00000115419,ENSPPYG00000018735,48.2682
ENSG00000115419,ENSPPYG00000018759,49.2477
ENSG00000115419,ENSPPYG00000017633,49.2083
ENSG00000115419,ENSPPYG00000017893,48.8971
ENSG00000115419,ENSPPYG00000018763,48.2595
ENSG00000115419,ENSPPYG00000019189,49.6392
ENSG00000263284,ENSPPYG00000019716,48.83
ENSG00000263284,ENSPPYG00000020090,49.0342
ENSG00000261984,ENSPPYG00000019265,48.8159
ENSG00000262859,ENSPPYG00000018069,45.6
ENSG00000263318,ENSPPYG00000019247,48.1535
ENSG00000263028,ENSPPYG00000018069,44.511
ENSG00000263097,ENSPPYG00000018069,45.4456
ENSG00000262525,ENSPPYG00000018069,43.2258
ENSG00000262612,ENSPPYG00000018069,46.7381
ENSG00000262111,ENSPPYG00000018819,49.259
ENSG00000261155,ENSPPYG00000018959,46.3004
ENSG00000262139,ENSPPYG00000020304,49.5622
ENSG00000262139,ENSPPYG00000017724,49.0663
ENSG00000262139,ENSPPYG00000017692,49.2448
ENSG00000262139,ENSPPYG00000018823,48.8007
ENSG00000262145,ENSPPYG00000019247,47.9518
ENSG00000262217,ENSPPYG00000019439,48.9907
ENSG00000262788,ENSPPYG00000020870,49.2248
ENSG00000115415,ENSPPYG00000020218,48.9791
ENSG00000115415,ENSPPYG00000017692,48.3371
ENSG00000115415,ENSPPYG00000020483,49.0795
ENSG00000115415,ENSPPYG00000020765,48.7697
ENSG00000115415,ENSPPYG00000019483,47.962
ENSG00000115415,ENSPPYG00000020621,48.7762
ENSG00000115415,ENSPPYG00000017426,48.8536
ENSG00000115415,ENSPPYG00000019570,49.0933
ENSG00000123427,ENSPPYG00000020856,48.4848
ENSG00000123427,ENSPPYG00000018543,48.8038
ENSG00000123427,ENSPPYG00000017569,49.7074
ENSG00000123427,ENSPPYG00000018053,49.0949
ENSG00000260873,ENSPPYG00000018515,50.046
ENSG00000260873,ENSPPYG00000018965,47.1457
ENSG00000260873,ENSPPYG00000018145,48.1343
ENSG00000260873,ENSPPYG00000020002,48.4337
ENSG00000260873,ENSPPYG00000019229,48.6607
ENSG00000260873,ENSPPYG00000018317,48.289
ENSG00000260587,ENSPPYG00000018313,49.6984
ENSG00000259880,ENSPPYG00000019089,48.7424
ENSG00000182791,ENSPPYG00000020408,48.542
ENSG00000259956,ENSPPYG00000018413,49.6763
ENSG00000260623,ENSPPYG00000019670,49.3984
ENSG00000260623,ENSPPYG00000017778,49.4114
ENSG00000260623,ENSPPYG00000020032,49.0379
ENSG00000173992,ENSPPYG00000020886,46.7133
ENSG00000173992,ENSPPYG00000018165,47.7707
ENSG00000173992,ENSPPYG00000018639,48.3912
ENSG00000261443,ENSPPYG00000020320,49.0538
ENSG00000261443,ENSPPYG00000019832,48.8538
ENSG00000185055,ENSPPYG00000017893,7.83784
ENSG00000185055,ENSPPYG00000017893,30.9136
ENSG00000185055,ENSPPYG00000019247,48.9032
ENSG00000185055,ENSPPYG00000017893,47.9777
ENSG00000262243,ENSPPYG00000020410,49.2339
ENSG00000262243,ENSPPYG00000020076,49.0708
ENSG00000262243,ENSPPYG00000020076,49.0736
ENSG00000262243,ENSPPYG00000019071,49.2278
ENSG00000257921,ENSPPYG00000020368,47.7212
ENSG00000263138,ENSPPYG00000020428,49.2942
ENSG00000263138,ENSPPYG00000018421,48.9574
ENSG00000263138,ENSPPYG00000020842,46.2963
ENSG00000080224,ENSPPYG00000019265,49.0282
ENSG00000080224,ENSPPYG00000018035,49.0305
ENSG00000080224,ENSPPYG00000018615,49.7217
ENSG00000080224,ENSPPYG00000017955,49.2866
ENSG00000080224,ENSPPYG00000019247,48.9254
ENSG00000080224,ENSPPYG00000019053,49.5379
ENSG00000080224,ENSPPYG00000020226,48.951
ENSG00000260513,ENSPPYG00000017541,28.3301
ENSG00000261972,ENSPPYG00000017943,49.38
ENSG00000261972,ENSPPYG00000017434,48.5615
ENSG00000261972,ENSPPYG00000020819,49.522
ENSG00000261972,ENSPPYG00000020076,48.8964
ENSG00000261972,ENSPPYG00000019914,49.1273
ENSG00000261972,ENSPPYG00000020543,49.311
ENSG00000261972,ENSPPYG00000020052,49.1289
ENSG00000115808,ENSPPYG00000017925,49.0206
ENSG00000115808,ENSPPYG00000020162,48.3599
ENSG00000261657,ENSPPYG00000017903,49.7194
ENSG00000261657,ENSPPYG00000019650,48.9964
ENSG00000123297,ENSPPYG00000018483,49.8842
ENSG00000123297,ENSPPYG00000019247,48.9327
ENSG00000123297,ENSPPYG00000018737,49.1639
ENSG00000123297,ENSPPYG00000017937,48.2368
ENSG00000123297,ENSPPYG00000019896,48.2173
ENSG00000123297,ENSPPYG00000020643,48.9115
ENSG00000123297,ENSPPYG00000020188,48.8172
ENSG00000123297,ENSPPYG00000017730,49.4618
ENSG00000123297,ENSPPYG00000019247,48.7586
ENSG00000260069,ENSPPYG00000019768,48.8958
ENSG00000260069,ENSPPYG00000018969,48.8965
ENSG00000138378,ENSPPYG00000019141,48.7179
ENSG00000138378,ENSPPYG00000017849,48.6534
ENSG00000138378,ENSPPYG00000020304,47.8102
ENSG00000138378,ENSPPYG00000019906,49.0832
ENSG00000138378,ENSPPYG00000020304,49.0334
ENSG00000138378,ENSPPYG00000019948,48.7342
ENSG00000260199,ENSPPYG00000018499,48.4694
ENSG00000260717,ENSPPYG00000019716,47.7966
ENSG00000260717,ENSPPYG00000020735,49.2908
ENSG00000260717,ENSPPYG00000020607,49.172
ENSG00000260717,ENSPPYG00000017780,48.773
ENSG00000260717,ENSPPYG00000020735,48.9571
ENSG00000260717,ENSPPYG00000020735,49.1627
ENSG00000260717,ENSPPYG00000018783,48.4171
ENSG00000260717,ENSPPYG00000018923,48.9486
ENSG00000259795,ENSPPYG00000018985,48.7368
ENSG00000259795,ENSPPYG00000017474,48.6243
ENSG00000260287,ENSPPYG00000017474,48.8185
ENSG00000146776,ENSPPYG00000017557,50.3231
ENSG00000146776,ENSPPYG00000020711,49.258
ENSG00000146776,ENSPPYG00000018931,49.3632
ENSG00000146776,ENSPPYG00000020711,49.4406
ENSG00000146776,ENSPPYG00000019247,47.6871
ENSG00000146776,ENSPPYG00000020701,48.8789
ENSG00000146776,ENSPPYG00000019668,49.4136
ENSG00000259801,ENSPPYG00000019770,48.7651
ENSG00000261256,ENSPPYG00000019988,46.9758
ENSG00000260952,ENSPPYG00000018759,48.6856
ENSG00000260164,ENSPPYG00000018305,48.3951
ENSG00000260164,ENSPPYG00000019988,48.1098
ENSG00000260164,ENSPPYG00000019093,47.6124
ENSG00000260164,ENSPPYG00000018135,48.855
ENSG00000260164,ENSPPYG00000020314,47.8495
ENSG00000260164,ENSPPYG00000017573,48.0216
ENSG00000261300,ENSPPYG00000017575,42.8969
ENSG00000261300,ENSPPYG00000019357,47.9777
ENSG00000261300,ENSPPYG00000017545,46.7849
ENSG00000143457,ENSPPYG00000018725,47.7159
ENSG00000143457,ENSPPYG00000018839,48.8181
ENSG00000143457,ENSPPYG00000018839,47.9723
ENSG00000128641,ENSPPYG00000018763,48.7762
ENSG00000128641,ENSPPYG00000017820,48.9256
ENSG00000128641,ENSPPYG00000018815,49.1539
ENSG00000128641,ENSPPYG00000019455,49.1182
ENSG00000128641,ENSPPYG00000020304,49.0775
ENSG00000128641,ENSPPYG00000019247,47.9389
ENSG00000128641,ENSPPYG00000017575,43.3155
ENSG00000128641,ENSPPYG00000018815,48.9085
ENSG00000128641,ENSPPYG00000018647,48.6726
ENSG00000128641,ENSPPYG00000017933,48.8772
ENSG00000260508,ENSPPYG00000020174,48.9119
ENSG00000239306,ENSPPYG00000017422,48.6209
ENSG00000239306,ENSPPYG00000019247,48.8079
ENSG00000239306,ENSPPYG00000018959,47.6027
ENSG00000239306,ENSPPYG00000020884,47.6776
ENSG00000239306,ENSPPYG00000020252,49.4624
ENSG00000261508,ENSPPYG00000019519,48.0294
ENSG00000262595,ENSPPYG00000018915,47.8191
ENSG00000262595,ENSPPYG00000019169,46.7354
ENSG00000143452,ENSPPYG00000019265,48.1048
ENSG00000143452,ENSPPYG00000019265,48.2213
ENSG00000143452,ENSPPYG00000019265,48.2861
ENSG00000143452,ENSPPYG00000017539,48.5461
ENSG00000143452,ENSPPYG00000017611,48.7838
ENSG00000143452,ENSPPYG00000019265,48.1107
ENSG00000263310,ENSPPYG00000019533,47.3738
ENSG00000263310,ENSPPYG00000019533,47.2676
ENSG00000263310,ENSPPYG00000020044,48.568
ENSG00000008869,ENSPPYG00000017575,45.9584
ENSG00000008869,ENSPPYG00000019610,49.0659
ENSG00000008869,ENSPPYG00000018857,49.0575
ENSG00000262782,ENSPPYG00000020290,49.2913
ENSG00000261149,ENSPPYG00000019738,48.4554
ENSG00000261149,ENSPPYG00000019738,47.6285
ENSG00000261149,ENSPPYG00000019079,49.6016
ENSG00000261149,ENSPPYG00000020314,49.0491
ENSG00000261149,ENSPPYG00000019169,48.4536
ENSG00000261530,ENSPPYG00000017780,49.0385
ENSG00000261530,ENSPPYG00000018815,48.9347
ENSG00000261023,ENSPPYG00000019896,49.4545
ENSG00000261023,ENSPPYG00000017366,2.40593
ENSG00000261023,ENSPPYG00000017366,1.73153
ENSG00000261023,ENSPPYG00000017366,3.35495
ENSG00000261023,ENSPPYG00000017366,11.9272
ENSG00000163131,ENSPPYG00000020156,48.5026
ENSG00000163131,ENSPPYG00000020194,48.9114
ENSG00000261074,ENSPPYG00000018411,50.0662
ENSG00000261074,ENSPPYG00000020270,48.7662
ENSG00000135407,ENSPPYG00000019315,48.7721
ENSG00000135407,ENSPPYG00000020793,48.4155
ENSG00000135407,ENSPPYG00000018635,48.622
ENSG00000260220,ENSPPYG00000019788,47.3718
ENSG00000260130,ENSPPYG00000018973,49.3418
ENSG00000260130,ENSPPYG00000018119,49.3389
ENSG00000143387,ENSPPYG00000019926,48.8771
ENSG00000143387,ENSPPYG00000018487,49.8089
ENSG00000113966,ENSPPYG00000018561,48.6825
ENSG00000113966,ENSPPYG00000018679,48.2103
ENSG00000113966,ENSPPYG00000020687,48.4444
ENSG00000113966,ENSPPYG00000019247,47.554
ENSG00000113966,ENSPPYG00000019247,47.2593
ENSG00000260383,ENSPPYG00000019988,46.5537
ENSG00000260383,ENSPPYG00000018967,7.75727
ENSG00000260383,ENSPPYG00000018967,8.63584
ENSG00000248643,ENSPPYG00000019988,47.765
ENSG00000248643,ENSPPYG00000020050,49.0953
ENSG00000248643,ENSPPYG00000018915,48.6726
ENSG00000248643,ENSPPYG00000019988,48.4166
ENSG00000261236,ENSPPYG00000019768,46.9388
ENSG00000261236,ENSPPYG00000020890,45.9293
ENSG00000173559,ENSPPYG00000020162,49.129
ENSG00000173559,ENSPPYG00000020733,49.5848
ENSG00000173559,ENSPPYG00000020509,49.148
ENSG00000173559,ENSPPYG00000018707,48.8525
ENSG00000143437,ENSPPYG00000017660,49.6624
ENSG00000143437,ENSPPYG00000019407,49.576
ENSG00000143437,ENSPPYG00000017995,49.1701
ENSG00000143437,ENSPPYG00000017452,48.9081
ENSG00000128536,ENSPPYG00000020527,49.5673
ENSG00000128536,ENSPPYG00000019656,49.2974
ENSG00000128536,ENSPPYG00000018785,49.2791
ENSG00000128536,ENSPPYG00000017575,48.5477
ENSG00000128536,ENSPPYG00000019497,49.4615
ENSG00000128536,ENSPPYG00000020472,48.7127
ENSG00000128536,ENSPPYG00000019497,49.5902
ENSG00000261132,ENSPPYG00000018969,28.6461
ENSG00000261132,ENSPPYG00000018969,26.6573
ENSG00000261132,ENSPPYG00000017446,45.9893
ENSG00000172209,ENSPPYG00000018815,48.3992
ENSG00000163171,ENSPPYG00000017959,50.1053
ENSG00000163171,ENSPPYG00000019818,48.7462
ENSG00000163171,ENSPPYG00000018205,49.9475
ENSG00000163171,ENSPPYG00000018625,49.4465
ENSG00000261698,ENSPPYG00000020076,47.4551
ENSG00000261698,ENSPPYG00000019988,46.5716
ENSG00000168497,ENSPPYG00000018815,49.2722
ENSG00000105865,ENSPPYG00000019265,49.0302
ENSG00000105865,ENSPPYG00000017901,41.6727
ENSG00000261678,ENSPPYG00000018931,43.6037
ENSG00000261587,ENSPPYG00000020864,47.0769
ENSG00000261587,ENSPPYG00000019988,47.4937
ENSG00000261587,ENSPPYG00000017754,45.6552
ENSG00000144339,ENSPPYG00000018373,48.6981
ENSG00000144339,ENSPPYG00000020234,49.1167
ENSG00000144339,ENSPPYG00000018393,48.4245
ENSG00000262826,ENSPPYG00000020372,49.5118
ENSG00000262826,ENSPPYG00000019592,48.8185
ENSG00000262826,ENSPPYG00000019592,49.0413
ENSG00000233280,ENSPPYG00000019423,48.6626
ENSG00000080200,ENSPPYG00000018815,48.7871
ENSG00000080200,ENSPPYG00000018763,49.1349
ENSG00000080200,ENSPPYG00000018809,48.9752
ENSG00000261042,ENSPPYG00000019778,48.2828
ENSG00000261042,ENSPPYG00000018919,47.5634
ENSG00000261042,ENSPPYG00000018971,26.6932
ENSG00000261042,ENSPPYG00000018971,27.9888
ENSG00000261042,ENSPPYG00000019169,46.9357
ENSG00000261042,ENSPPYG00000018971,27.5183
ENSG00000261042,ENSPPYG00000018971,39.8696
ENSG00000261042,ENSPPYG00000018971,32.0148
ENSG00000261042,ENSPPYG00000018949,47.7961
ENSG00000261042,ENSPPYG00000019810,47.1971
ENSG00000261042,ENSPPYG00000020888,47.2973
ENSG00000115841,ENSPPYG00000020747,47.6519
ENSG00000115841,ENSPPYG00000019247,47.4294
ENSG00000115841,ENSPPYG00000019970,48.913
ENSG00000115841,ENSPPYG00000018567,48.8596
ENSG00000115841,ENSPPYG00000018645,48.665
ENSG00000115841,ENSPPYG00000019011,48.3133
ENSG00000115841,ENSPPYG00000019265,48.2514
ENSG00000115841,ENSPPYG00000020128,48.11
ENSG00000115841,ENSPPYG00000019247,47.9663
ENSG00000173933,ENSPPYG00000019988,48.4061
ENSG00000173933,ENSPPYG00000019247,46.5969
ENSG00000173933,ENSPPYG00000018985,48.7805
ENSG00000173933,ENSPPYG00000019525,48.4536
ENSG00000173933,ENSPPYG00000019247,48.9664
ENSG00000173933,ENSPPYG00000017927,48.8599
ENSG00000173933,ENSPPYG00000019600,47.8261
ENSG00000173933,ENSPPYG00000020430,48.0122
ENSG00000173933,ENSPPYG00000017506,49.1592
ENSG00000173933,ENSPPYG00000020468,48.745
ENSG00000173933,ENSPPYG00000017458,49.4184
ENSG00000262773,ENSPPYG00000020597,48.9546
ENSG00000262773,ENSPPYG00000019159,48.5179
ENSG00000262773,ENSPPYG00000019247,48.0561
ENSG00000262773,ENSPPYG00000019247,46.8188
ENSG00000262773,ENSPPYG00000019247,46.4857
ENSG00000262773,ENSPPYG00000019247,46.4857
ENSG00000262773,ENSPPYG00000020505,47.8589
ENSG00000196950,ENSPPYG00000018763,49.2411
ENSG00000196950,ENSPPYG00000020627,48.6377
ENSG00000196950,ENSPPYG00000017867,48.1586
ENSG00000196950,ENSPPYG00000017575,42.73
ENSG00000196950,ENSPPYG00000019896,49.9112
ENSG00000196950,ENSPPYG00000019265,48.31
ENSG00000263163,ENSPPYG00000018947,48.7317
ENSG00000263163,ENSPPYG00000020862,47.8998
ENSG00000263163,ENSPPYG00000018085,47.3441
ENSG00000263163,ENSPPYG00000019361,48.5777
ENSG00000061987,ENSPPYG00000017859,49.1554
ENSG00000061987,ENSPPYG00000018857,48.8091
ENSG00000061987,ENSPPYG00000020759,49.0709
ENSG00000061987,ENSPPYG00000019213,49.0556
ENSG00000061987,ENSPPYG00000017530,48.9628
ENSG00000061987,ENSPPYG00000020687,49.1349
ENSG00000061987,ENSPPYG00000019309,49.4895
ENSG00000061987,ENSPPYG00000020759,49.0963
ENSG00000261539,ENSPPYG00000020258,45.5704
ENSG00000261539,ENSPPYG00000020258,45.7143
ENSG00000261539,ENSPPYG00000018921,45.911
ENSG00000261539,ENSPPYG00000020052,45.7143
ENSG00000152133,ENSPPYG00000018575,48.3103
ENSG00000152133,ENSPPYG00000018575,47.3669
ENSG00000261992,ENSPPYG00000019211,50.7355
ENSG00000175215,ENSPPYG00000018431,49.7185
ENSG00000175215,ENSPPYG00000019139,48.6842
ENSG00000175215,ENSPPYG00000020868,49.3099
ENSG00000175215,ENSPPYG00000018963,48.3806
ENSG00000175215,ENSPPYG00000018256,48.3456
ENSG00000262452,ENSPPYG00000020505,48.2963
ENSG00000262452,ENSPPYG00000020753,48.1544
ENSG00000143379,ENSPPYG00000020344,48.7223
ENSG00000143379,ENSPPYG00000019513,49.2224
ENSG00000143379,ENSPPYG00000019177,49.4012
ENSG00000143379,ENSPPYG00000019247,48.2409
ENSG00000143379,ENSPPYG00000019674,48.6539
ENSG00000143379,ENSPPYG00000020222,49.1405
ENSG00000143379,ENSPPYG00000019299,48.8038
ENSG00000143379,ENSPPYG00000018773,49.3254
ENSG00000143379,ENSPPYG00000017539,47.7966
ENSG00000118997,ENSPPYG00000018819,48.7263
ENSG00000118997,ENSPPYG00000017825,48.9914
ENSG00000118997,ENSPPYG00000017575,47.8405
ENSG00000118997,ENSPPYG00000019265,48.7352
ENSG00000118997,ENSPPYG00000020791,48.6583
ENSG00000262563,ENSPPYG00000020206,49.2586
ENSG00000262563,ENSPPYG00000018623,48.3721
ENSG00000262563,ENSPPYG00000017575,48.583
ENSG00000173621,ENSPPYG00000020258,45.6774
ENSG00000173621,ENSPPYG00000017430,47.3468
ENSG00000173621,ENSPPYG00000020258,45.9751
ENSG00000263298,ENSPPYG00000017843,45.2984
ENSG00000261694,ENSPPYG00000020050,47.416
ENSG00000261694,ENSPPYG00000018165,47.1459
ENSG00000261694,ENSPPYG00000019632,47.0498
ENSG00000260334,ENSPPYG00000019361,47.6596
ENSG00000173237,ENSPPYG00000018939,47.262
ENSG00000261125,ENSPPYG00000017561,48.5857
ENSG00000261125,ENSPPYG00000019043,48.6653
ENSG00000261125,ENSPPYG00000017575,47.5309
ENSG00000261125,ENSPPYG00000020428,48.9882
ENSG00000261125,ENSPPYG00000018955,48.5686
ENSG00000261125,ENSPPYG00000018955,48.232
ENSG00000261125,ENSPPYG00000018955,48.1959
ENSG00000170854,ENSPPYG00000018849,49.4697
ENSG00000170854,ENSPPYG00000020559,49.3806
ENSG00000170854,ENSPPYG00000020519,49.2832
ENSG00000170854,ENSPPYG00000018883,47.7157
ENSG00000170854,ENSPPYG00000020080,49.435
ENSG00000170854,ENSPPYG00000017913,49.247
ENSG00000170854,ENSPPYG00000018875,48.5545
ENSG00000261577,ENSPPYG00000018947,48.2717
ENSG00000261577,ENSPPYG00000018947,48.2812
ENSG00000261577,ENSPPYG00000018177,47.984
ENSG00000261577,ENSPPYG00000018123,46.5856
ENSG00000261577,ENSPPYG00000018123,47.1331
ENSG00000261577,ENSPPYG00000019798,46.776
ENSG00000261577,ENSPPYG00000018979,46.47
ENSG00000261577,ENSPPYG00000020882,48.1229
ENSG00000075790,ENSPPYG00000020603,49.322
ENSG00000075790,ENSPPYG00000018707,47.6645
ENSG00000075790,ENSPPYG00000019209,48.5739
ENSG00000075790,ENSPPYG00000019483,49.0617
ENSG00000075790,ENSPPYG00000017575,48.7342
ENSG00000075790,ENSPPYG00000019427,48.998
ENSG00000075790,ENSPPYG00000019245,48.1501
ENSG00000075790,ENSPPYG00000018907,50.4016
ENSG00000075790,ENSPPYG00000017742,47.5706
ENSG00000075790,ENSPPYG00000018839,48.5364
ENSG00000075790,ENSPPYG00000017879,49.4024
ENSG00000075790,ENSPPYG00000018839,48.5364
ENSG00000081320,ENSPPYG00000019974,48.6855
ENSG00000081320,ENSPPYG00000017607,45.9403
ENSG00000081320,ENSPPYG00000018701,49.1124
ENSG00000081320,ENSPPYG00000018835,48.5009
ENSG00000261230,ENSPPYG00000018921,47.3011
ENSG00000261230,ENSPPYG00000018973,13.6038
ENSG00000261230,ENSPPYG00000019361,48.419
ENSG00000055332,ENSPPYG00000018797,50.0299
ENSG00000055332,ENSPPYG00000019511,47.9452
ENSG00000055332,ENSPPYG00000020621,48.9051
ENSG00000055332,ENSPPYG00000019872,49.6454
ENSG00000055332,ENSPPYG00000020625,49.1126
ENSG00000173227,ENSPPYG00000019756,48.6767
ENSG00000173227,ENSPPYG00000018937,47.3778
ENSG00000173227,ENSPPYG00000018985,47.0199
ENSG00000173227,ENSPPYG00000019373,48.2293
ENSG00000143418,ENSPPYG00000020749,49.3622
ENSG00000143418,ENSPPYG00000020898,48.6821
ENSG00000143418,ENSPPYG00000019247,49.9048
ENSG00000143418,ENSPPYG00000020076,49.7115
ENSG00000143418,ENSPPYG00000020864,48.4032
ENSG00000143418,ENSPPYG00000019121,47.8435
ENSG00000143418,ENSPPYG00000019383,49.3304
ENSG00000143418,ENSPPYG00000018921,47.6965
ENSG00000143418,ENSPPYG00000019387,46.789
ENSG00000143418,ENSPPYG00000020898,49.2216
ENSG00000138411,ENSPPYG00000017746,49.2975
ENSG00000138411,ENSPPYG00000017746,49.1193
ENSG00000138411,ENSPPYG00000020813,48.5484
ENSG00000138411,ENSPPYG00000019946,48.0634
ENSG00000259858,ENSPPYG00000018487,49.4937
ENSG00000259858,ENSPPYG00000019187,49.4406
ENSG00000259858,ENSPPYG00000017919,48.9691
ENSG00000259858,ENSPPYG00000017949,49.624
ENSG00000261163,ENSPPYG00000019634,46.8123
ENSG00000173914,ENSPPYG00000018809,49.6366
ENSG00000173914,ENSPPYG00000019570,48.913
ENSG00000173914,ENSPPYG00000019600,48.8947
ENSG00000173914,ENSPPYG00000019798,48.3276
ENSG00000261258,ENSPPYG00000019880,49.1539
ENSG00000261258,ENSPPYG00000019361,48.2412
ENSG00000261258,ENSPPYG00000020852,49.0971
ENSG00000261258,ENSPPYG00000020884,48.6514
ENSG00000138061,ENSPPYG00000018827,49.171
ENSG00000138061,ENSPPYG00000019880,48.3663
ENSG00000261301,ENSPPYG00000019882,44.8307
ENSG00000166896,ENSPPYG00000019247,47.9518
ENSG00000261180,ENSPPYG00000017814,48.8465
ENSG00000261180,ENSPPYG00000019247,46.4789
ENSG00000261180,ENSPPYG00000020791,49.1018
ENSG00000261180,ENSPPYG00000019483,49.3943
ENSG00000057019,ENSPPYG00000018857,49.3139
ENSG00000057019,ENSPPYG00000019161,49.0781
ENSG00000057019,ENSPPYG00000019491,48.556
ENSG00000262254,ENSPPYG00000019247,49.2023
ENSG00000258231,ENSPPYG00000019247,47.6158
ENSG00000260753,ENSPPYG00000020876,49.5468
ENSG00000260753,ENSPPYG00000019247,47.8495
ENSG00000260753,ENSPPYG00000019704,48.7179
ENSG00000260753,ENSPPYG00000018511,49.0411
