homo_sapiens,macaca_mulatta
ENSG00000198130,ENSMMUG00000004046,48.063
ENSG00000260665,ENSMMUG00000013590,46.9068
ENSG00000261784,ENSMMUG00000005304,47.5017
ENSG00000260129,ENSMMUG00000013590,46.9992
ENSG00000261201,ENSMMUG00000013590,47.1273
ENSG00000261201,ENSMMUG00000032454,47.7346
ENSG00000260596,ENSMMUG00000032310,47.9167
ENSG00000260596,ENSMMUG00000005304,47.2046
ENSG00000260596,ENSMMUG00000005304,47.193
ENSG00000262022,ENSMMUG00000017728,48.3608
ENSG00000260117,ENSMMUG00000006377,49.208
ENSG00000187939,ENSMMUG00000009476,46.4815
ENSG00000260789,ENSMMUG00000000323,47.4581
ENSG00000260789,ENSMMUG00000009476,46.6247
ENSG00000260789,ENSMMUG00000007583,48.1079
ENSG00000260789,ENSMMUG00000013590,46.6521
ENSG00000151689,ENSMMUG00000012771,48.8796
ENSG00000151689,ENSMMUG00000004187,48.3696
ENSG00000151689,ENSMMUG00000003251,48.7765
ENSG00000151689,ENSMMUG00000007695,49.1379
ENSG00000151689,ENSMMUG00000021126,49.3099
ENSG00000151689,ENSMMUG00000000026,49.5208
ENSG00000151689,ENSMMUG00000023726,49.4048
ENSG00000151689,ENSMMUG00000032554,49.8824
ENSG00000151689,ENSMMUG00000004218,48.8114
ENSG00000151689,ENSMMUG00000032440,49.353
ENSG00000151689,ENSMMUG00000005498,49.4912
ENSG00000151689,ENSMMUG00000022667,49.3137
ENSG00000262334,ENSMMUG00000020695,49.6892
ENSG00000259823,ENSMMUG00000022874,49.0052
ENSG00000261352,ENSMMUG00000013327,40.3463
ENSG00000263255,ENSMMUG00000013327,37.2432
ENSG00000262204,ENSMMUG00000006733,49.0876
ENSG00000259816,ENSMMUG00000018717,47.9558
ENSG00000259816,ENSMMUG00000002986,45.3039
ENSG00000262622,ENSMMUG00000007190,48.4312
ENSG00000262770,ENSMMUG00000032506,48.6434
ENSG00000262742,ENSMMUG00000004530,49.2402
ENSG00000262742,ENSMMUG00000007234,48.7179
ENSG00000262742,ENSMMUG00000032322,48.7258
ENSG00000262742,ENSMMUG00000005066,48.8661
ENSG00000262742,ENSMMUG00000003485,48.2385
ENSG00000262742,ENSMMUG00000002292,48.6579
ENSG00000262742,ENSMMUG00000004045,48.3781
ENSG00000262742,ENSMMUG00000013327,48.567
ENSG00000262742,ENSMMUG00000004046,48.627
ENSG00000262742,ENSMMUG00000006724,49.2174
ENSG00000262742,ENSMMUG00000007585,49.0599
ENSG00000262742,ENSMMUG00000003505,48.9474
ENSG00000262742,ENSMMUG00000003475,47.8261
ENSG00000151690,ENSMMUG00000016045,49.0842
ENSG00000151690,ENSMMUG00000032498,47.3888
ENSG00000151690,ENSMMUG00000006862,49.4267
ENSG00000151690,ENSMMUG00000032365,49.1833
ENSG00000151690,ENSMMUG00000007592,49.3108
ENSG00000151690,ENSMMUG00000021413,49.4208
ENSG00000151690,ENSMMUG00000019383,49.783
ENSG00000151690,ENSMMUG00000009241,49.4759
ENSG00000262578,ENSMMUG00000013327,22.843
ENSG00000263040,ENSMMUG00000017277,48.4663
ENSG00000263040,ENSMMUG00000002333,48.6679
ENSG00000263040,ENSMMUG00000032445,49.2268
ENSG00000262249,ENSMMUG00000013327,21.9912
ENSG00000262249,ENSMMUG00000010501,48.976
ENSG00000263135,ENSMMUG00000032431,48.8484
ENSG00000262101,ENSMMUG00000008303,48.5034
ENSG00000262969,ENSMMUG00000023693,47.8939
ENSG00000262969,ENSMMUG00000023693,47.9941
ENSG00000262103,ENSMMUG00000010914,48.9774
ENSG00000261993,ENSMMUG00000009801,50
ENSG00000262606,ENSMMUG00000010914,48.5156
ENSG00000189362,ENSMMUG00000007500,49.4001
ENSG00000189362,ENSMMUG00000032395,48.1481
ENSG00000262393,ENSMMUG00000032506,49.3014
ENSG00000262379,ENSMMUG00000032506,49.4613
ENSG00000262889,ENSMMUG00000014161,49.1398
ENSG00000262908,ENSMMUG00000022224,49.2299
ENSG00000262634,ENSMMUG00000021853,49.7074
ENSG00000138386,ENSMMUG00000001738,49.661
ENSG00000138386,ENSMMUG00000023281,49.4718
ENSG00000138386,ENSMMUG00000017406,49.7248
ENSG00000138386,ENSMMUG00000003778,42.2034
ENSG00000138386,ENSMMUG00000016674,48.715
ENSG00000138386,ENSMMUG00000032353,49.0868
ENSG00000138386,ENSMMUG00000006616,49.262
ENSG00000138386,ENSMMUG00000003778,44.9029
ENSG00000138386,ENSMMUG00000018837,48.1036
ENSG00000138386,ENSMMUG00000003778,36.9995
ENSG00000138386,ENSMMUG00000018837,48.1036
ENSG00000261899,ENSMMUG00000000497,49.4286
ENSG00000261899,ENSMMUG00000017277,48.4258
ENSG00000261899,ENSMMUG00000019573,49.3135
ENSG00000261899,ENSMMUG00000023016,49.5771
ENSG00000262914,ENSMMUG00000006733,49.0876
ENSG00000262697,ENSMMUG00000007190,48.4312
ENSG00000263210,ENSMMUG00000032506,48.6434
ENSG00000263247,ENSMMUG00000017277,48.4663
ENSG00000263247,ENSMMUG00000002333,48.6679
ENSG00000263247,ENSMMUG00000032445,49.2268
ENSG00000262757,ENSMMUG00000032431,48.8484
ENSG00000262955,ENSMMUG00000008303,48.5034
ENSG00000115419,ENSMMUG00000004530,48.8209
ENSG00000115419,ENSMMUG00000016674,48.4916
ENSG00000115419,ENSMMUG00000014161,49.5486
ENSG00000115419,ENSMMUG00000018839,48.9647
ENSG00000115419,ENSMMUG00000002134,48.8971
ENSG00000115419,ENSMMUG00000020152,49.3671
ENSG00000115419,ENSMMUG00000018950,48.9177
ENSG00000263284,ENSMMUG00000023693,47.8939
ENSG00000263284,ENSMMUG00000023693,47.9941
ENSG00000261984,ENSMMUG00000010914,48.9774
ENSG00000262859,ENSMMUG00000009801,50
ENSG00000263318,ENSMMUG00000010914,48.5156
ENSG00000263028,ENSMMUG00000000473,49.4012
ENSG00000263097,ENSMMUG00000032506,49.5593
ENSG00000262525,ENSMMUG00000014161,49.2473
ENSG00000262612,ENSMMUG00000009801,49.075
ENSG00000262111,ENSMMUG00000022224,49.1998
ENSG00000261155,ENSMMUG00000032486,46.3004
ENSG00000262139,ENSMMUG00000014055,50.0876
ENSG00000262139,ENSMMUG00000009037,49.143
ENSG00000262139,ENSMMUG00000020066,49.1593
ENSG00000262139,ENSMMUG00000018275,49.0624
ENSG00000262145,ENSMMUG00000006863,48.5141
ENSG00000262217,ENSMMUG00000019546,48.8816
ENSG00000262788,ENSMMUG00000013176,48.9664
ENSG00000115415,ENSMMUG00000014606,49.1415
ENSG00000115415,ENSMMUG00000006396,48.6923
ENSG00000115415,ENSMMUG00000012715,48.8218
ENSG00000115415,ENSMMUG00000013603,48.7697
ENSG00000115415,ENSMMUG00000010248,48.3696
ENSG00000115415,ENSMMUG00000032326,48.4266
ENSG00000115415,ENSMMUG00000004548,48.1481
ENSG00000115415,ENSMMUG00000003485,49.226
ENSG00000123427,ENSMMUG00000017406,48.6631
ENSG00000123427,ENSMMUG00000014855,48.8038
ENSG00000123427,ENSMMUG00000006863,49.2002
ENSG00000123427,ENSMMUG00000003274,49.4207
ENSG00000260873,ENSMMUG00000005264,49.7906
ENSG00000260873,ENSMMUG00000003296,47.8173
ENSG00000260873,ENSMMUG00000032498,47.9478
ENSG00000260873,ENSMMUG00000007583,48.6747
ENSG00000260873,ENSMMUG00000012918,48.6607
ENSG00000260873,ENSMMUG00000010250,49.0494
ENSG00000260587,ENSMMUG00000014451,49.9349
ENSG00000259880,ENSMMUG00000003136,49.2628
ENSG00000182791,ENSMMUG00000008623,48.5763
ENSG00000259956,ENSMMUG00000005507,49.1944
ENSG00000260623,ENSMMUG00000001307,49.3316
ENSG00000260623,ENSMMUG00000019892,49.2768
ENSG00000260623,ENSMMUG00000017839,49.6793
ENSG00000173992,ENSMMUG00000013590,47.6923
ENSG00000173992,ENSMMUG00000032486,47.1338
ENSG00000173992,ENSMMUG00000005453,49.1634
ENSG00000261443,ENSMMUG00000020553,48.9262
ENSG00000261443,ENSMMUG00000020555,49.0576
ENSG00000185055,ENSMMUG00000032337,49.7297
ENSG00000185055,ENSMMUG00000032398,49.0613
ENSG00000185055,ENSMMUG00000010421,49.0323
ENSG00000185055,ENSMMUG00000021984,49.3724
ENSG00000262243,ENSMMUG00000006191,49.1828
ENSG00000262243,ENSMMUG00000018703,49.1713
ENSG00000262243,ENSMMUG00000018703,49.1738
ENSG00000262243,ENSMMUG00000032487,47.8764
ENSG00000257921,ENSMMUG00000008943,48.5255
ENSG00000263138,ENSMMUG00000012894,49.1644
ENSG00000263138,ENSMMUG00000012894,48.7997
ENSG00000263138,ENSMMUG00000008760,46.0648
ENSG00000080224,ENSMMUG00000022667,48.8338
ENSG00000080224,ENSMMUG00000020066,49.0053
ENSG00000080224,ENSMMUG00000006733,49.5362
ENSG00000080224,ENSMMUG00000011473,49.346
ENSG00000080224,ENSMMUG00000014935,49.2415
ENSG00000080224,ENSMMUG00000006733,49.1682
ENSG00000080224,ENSMMUG00000019971,49.0385
ENSG00000260513,ENSMMUG00000013327,37.7413
ENSG00000261972,ENSMMUG00000017439,49.0257
ENSG00000261972,ENSMMUG00000006192,48.9583
ENSG00000261972,ENSMMUG00000012874,49.1874
ENSG00000261972,ENSMMUG00000009013,49.0403
ENSG00000261972,ENSMMUG00000012874,48.3573
ENSG00000261972,ENSMMUG00000020392,49.4907
ENSG00000261972,ENSMMUG00000008256,48.2578
ENSG00000115808,ENSMMUG00000011498,49.3879
ENSG00000115808,ENSMMUG00000012899,48.2997
ENSG00000261657,ENSMMUG00000015619,49.7194
ENSG00000261657,ENSMMUG00000015736,48.8139
ENSG00000123297,ENSMMUG00000032316,49.56
ENSG00000123297,ENSMMUG00000021366,49.2611
ENSG00000123297,ENSMMUG00000004858,49.1639
ENSG00000123297,ENSMMUG00000007186,48.4887
ENSG00000123297,ENSMMUG00000032345,48.3871
ENSG00000123297,ENSMMUG00000009015,49.0566
ENSG00000123297,ENSMMUG00000002173,48.8172
ENSG00000123297,ENSMMUG00000012711,49.1543
ENSG00000123297,ENSMMUG00000015740,48.8966
ENSG00000260069,ENSMMUG00000023024,48.9733
ENSG00000260069,ENSMMUG00000017290,48.7984
ENSG00000138378,ENSMMUG00000013603,47.7429
ENSG00000138378,ENSMMUG00000013603,48.0156
ENSG00000138378,ENSMMUG00000004096,48.1752
ENSG00000138378,ENSMMUG00000012287,48.6601
ENSG00000138378,ENSMMUG00000032342,48.8576
ENSG00000138378,ENSMMUG00000010248,49.3671
ENSG00000260199,ENSMMUG00000017273,49.2347
ENSG00000260717,ENSMMUG00000005498,48.8136
ENSG00000260717,ENSMMUG00000017273,48.1087
ENSG00000260717,ENSMMUG00000019573,49.172
ENSG00000260717,ENSMMUG00000013938,48.9264
ENSG00000260717,ENSMMUG00000017273,48.8344
ENSG00000260717,ENSMMUG00000017273,48.3254
ENSG00000260717,ENSMMUG00000014829,48.6034
ENSG00000260717,ENSMMUG00000017273,48.2477
ENSG00000259795,ENSMMUG00000032572,48.4737
ENSG00000259795,ENSMMUG00000017277,48.7192
ENSG00000260287,ENSMMUG00000017277,48.6767
ENSG00000146776,ENSMMUG00000014916,50.3231
ENSG00000146776,ENSMMUG00000011333,49.5878
ENSG00000146776,ENSMMUG00000010620,49.7708
ENSG00000146776,ENSMMUG00000015704,49.4836
ENSG00000146776,ENSMMUG00000004150,48.9796
ENSG00000146776,ENSMMUG00000017258,48.8789
ENSG00000146776,ENSMMUG00000010620,49.7195
ENSG00000259801,ENSMMUG00000009050,48.6199
ENSG00000261256,ENSMMUG00000006167,48.9247
ENSG00000260952,ENSMMUG00000018590,49.4217
ENSG00000260164,ENSMMUG00000000323,48.0384
ENSG00000260164,ENSMMUG00000032465,48.2927
ENSG00000260164,ENSMMUG00000009015,47.4719
ENSG00000260164,ENSMMUG00000021126,48.2188
ENSG00000260164,ENSMMUG00000005498,48.9247
ENSG00000260164,ENSMMUG00000032498,48.741
ENSG00000261300,ENSMMUG00000013904,50.4178
ENSG00000261300,ENSMMUG00000002333,48.3961
ENSG00000261300,ENSMMUG00000022583,48.8248
ENSG00000143457,ENSMMUG00000014052,48.9496
ENSG00000143457,ENSMMUG00000019573,48.407
ENSG00000143457,ENSMMUG00000000719,48.368
ENSG00000128641,ENSMMUG00000032342,49.4755
ENSG00000128641,ENSMMUG00000011497,48.8858
ENSG00000128641,ENSMMUG00000023324,49.1736
ENSG00000128641,ENSMMUG00000008503,49.0371
ENSG00000128641,ENSMMUG00000000585,49.4465
ENSG00000128641,ENSMMUG00000021413,49.084
ENSG00000128641,ENSMMUG00000017015,49.4652
ENSG00000128641,ENSMMUG00000022578,49.0134
ENSG00000128641,ENSMMUG00000018839,48.5461
ENSG00000128641,ENSMMUG00000021412,49.1766
ENSG00000260508,ENSMMUG00000020222,48.5194
ENSG00000239306,ENSMMUG00000019663,48.3734
ENSG00000239306,ENSMMUG00000008306,48.7377
ENSG00000239306,ENSMMUG00000032486,47.3744
ENSG00000239306,ENSMMUG00000017277,47.8142
ENSG00000239306,ENSMMUG00000017277,47.8495
ENSG00000261508,ENSMMUG00000000320,48.8978
ENSG00000262595,ENSMMUG00000010476,48.0883
ENSG00000262595,ENSMMUG00000004187,47.079
ENSG00000143452,ENSMMUG00000023574,48.2163
ENSG00000143452,ENSMMUG00000023574,47.7132
ENSG00000143452,ENSMMUG00000010421,48.6407
ENSG00000143452,ENSMMUG00000032366,48.9254
ENSG00000143452,ENSMMUG00000032568,49.3243
ENSG00000143452,ENSMMUG00000004664,48.4832
ENSG00000263310,ENSMMUG00000000286,7.30208
ENSG00000263310,ENSMMUG00000000286,13.2533
ENSG00000263310,ENSMMUG00000021207,48.8067
ENSG00000008869,ENSMMUG00000032515,49.4226
ENSG00000008869,ENSMMUG00000003317,49.0369
ENSG00000008869,ENSMMUG00000005433,49.1801
ENSG00000262782,ENSMMUG00000021792,3.06624
ENSG00000261149,ENSMMUG00000008623,49.0455
ENSG00000261149,ENSMMUG00000008623,48.8889
ENSG00000261149,ENSMMUG00000017428,49.6016
ENSG00000261149,ENSMMUG00000016707,47.1031
ENSG00000261149,ENSMMUG00000003759,48.3063
ENSG00000261530,ENSMMUG00000014382,49.5192
ENSG00000261530,ENSMMUG00000013993,49.1122
ENSG00000261023,ENSMMUG00000002986,49.4545
ENSG00000261023,ENSMMUG00000004321,49.4675
ENSG00000261023,ENSMMUG00000004321,49.4122
ENSG00000261023,ENSMMUG00000004321,49.4916
ENSG00000261023,ENSMMUG00000008247,49.4423
ENSG00000163131,ENSMMUG00000003317,49.1113
ENSG00000163131,ENSMMUG00000014048,49.4177
ENSG00000261074,ENSMMUG00000003896,50.2649
ENSG00000261074,ENSMMUG00000004010,49.3537
ENSG00000135407,ENSMMUG00000008623,49.0142
ENSG00000135407,ENSMMUG00000008945,47.3592
ENSG00000135407,ENSMMUG00000017276,49.1664
ENSG00000260220,ENSMMUG00000009151,47.9101
ENSG00000260130,ENSMMUG00000019892,42.142
ENSG00000260130,ENSMMUG00000014235,49.0986
ENSG00000143387,ENSMMUG00000022873,49.1726
ENSG00000143387,ENSMMUG00000018027,49.172
ENSG00000113966,ENSMMUG00000010421,48.8142
ENSG00000113966,ENSMMUG00000020282,48.0984
ENSG00000113966,ENSMMUG00000000497,49.1852
ENSG00000113966,ENSMMUG00000010914,48.6331
ENSG00000113966,ENSMMUG00000010914,48.7407
ENSG00000260383,ENSMMUG00000005304,46.4953
ENSG00000260383,ENSMMUG00000020553,47.8987
ENSG00000260383,ENSMMUG00000003379,47.9557
ENSG00000248643,ENSMMUG00000005304,48.2759
ENSG00000248643,ENSMMUG00000017405,48.1303
ENSG00000248643,ENSMMUG00000017277,48.1809
ENSG00000248643,ENSMMUG00000005304,49.0865
ENSG00000261236,ENSMMUG00000003372,47.3296
ENSG00000261236,ENSMMUG00000016929,47.619
ENSG00000173559,ENSMMUG00000003049,48.9814
ENSG00000173559,ENSMMUG00000023726,49.9407
ENSG00000173559,ENSMMUG00000012391,48.5623
ENSG00000173559,ENSMMUG00000009879,49.071
ENSG00000143437,ENSMMUG00000006862,49.7442
ENSG00000143437,ENSMMUG00000010404,49.1238
ENSG00000143437,ENSMMUG00000011404,49.0664
ENSG00000143437,ENSMMUG00000003302,48.7433
ENSG00000128536,ENSMMUG00000012777,49.4886
ENSG00000128536,ENSMMUG00000013603,49.4493
ENSG00000128536,ENSMMUG00000022584,47.4979
ENSG00000128536,ENSMMUG00000032353,49.1701
ENSG00000128536,ENSMMUG00000014254,48.8769
ENSG00000128536,ENSMMUG00000013449,48.6097
ENSG00000128536,ENSMMUG00000014254,48.8559
ENSG00000261132,ENSMMUG00000017290,47.6485
ENSG00000261132,ENSMMUG00000018703,47.619
ENSG00000261132,ENSMMUG00000008945,46.5241
ENSG00000172209,ENSMMUG00000013204,48.3311
ENSG00000163171,ENSMMUG00000009607,49.5789
ENSG00000163171,ENSMMUG00000032415,48.6459
ENSG00000163171,ENSMMUG00000022874,49.5278
ENSG00000163171,ENSMMUG00000032365,49.4465
ENSG00000261698,ENSMMUG00000018435,47.4551
ENSG00000261698,ENSMMUG00000013590,47.1826
ENSG00000168497,ENSMMUG00000012610,49.2413
ENSG00000105865,ENSMMUG00000016238,48.6694
ENSG00000105865,ENSMMUG00000014934,48.9455
ENSG00000261678,ENSMMUG00000013590,45.0078
ENSG00000261587,ENSMMUG00000032486,46.7692
ENSG00000261587,ENSMMUG00000005304,47.8697
ENSG00000261587,ENSMMUG00000009740,47.4483
ENSG00000144339,ENSMMUG00000011801,49.0148
ENSG00000144339,ENSMMUG00000018894,48.6559
ENSG00000144339,ENSMMUG00000021412,48.8407
ENSG00000262826,ENSMMUG00000020553,49.2455
ENSG00000262826,ENSMMUG00000017423,48.5405
ENSG00000262826,ENSMMUG00000017423,49.1865
ENSG00000233280,ENSMMUG00000019410,48.9207
ENSG00000080200,ENSMMUG00000023324,49.1217
ENSG00000080200,ENSMMUG00000011379,48.2699
ENSG00000080200,ENSMMUG00000009102,48.8898
ENSG00000261042,ENSMMUG00000017753,47.8788
ENSG00000261042,ENSMMUG00000004187,47.5634
ENSG00000261042,ENSMMUG00000005304,46.955
ENSG00000261042,ENSMMUG00000005304,46.648
ENSG00000261042,ENSMMUG00000022138,47.6831
ENSG00000261042,ENSMMUG00000005304,47.0456
ENSG00000261042,ENSMMUG00000018703,47.5082
ENSG00000261042,ENSMMUG00000014781,47.5738
ENSG00000261042,ENSMMUG00000022138,48.0716
ENSG00000261042,ENSMMUG00000016469,47.3779
ENSG00000261042,ENSMMUG00000001612,47.8041
ENSG00000115841,ENSMMUG00000032459,47.6519
ENSG00000115841,ENSMMUG00000032574,48.5156
ENSG00000115841,ENSMMUG00000014935,48.6542
ENSG00000115841,ENSMMUG00000021412,48.1579
ENSG00000115841,ENSMMUG00000013327,48.4131
ENSG00000115841,ENSMMUG00000008046,48.1928
ENSG00000115841,ENSMMUG00000032508,48.4541
ENSG00000115841,ENSMMUG00000015861,49.1409
ENSG00000115841,ENSMMUG00000013327,47.8261
ENSG00000173933,ENSMMUG00000000322,48.7603
ENSG00000173933,ENSMMUG00000004954,48.9903
ENSG00000173933,ENSMMUG00000013179,48.6103
ENSG00000173933,ENSMMUG00000002333,48.2818
ENSG00000173933,ENSMMUG00000004150,48.8372
ENSG00000173933,ENSMMUG00000012078,49.4028
ENSG00000173933,ENSMMUG00000003759,46.2916
ENSG00000173933,ENSMMUG00000002333,48.4709
ENSG00000173933,ENSMMUG00000012078,49.456
ENSG00000173933,ENSMMUG00000009012,48.4808
ENSG00000173933,ENSMMUG00000017755,49.5045
ENSG00000262773,ENSMMUG00000018952,48.6785
ENSG00000262773,ENSMMUG00000006864,48.4743
ENSG00000262773,ENSMMUG00000014935,47.8649
ENSG00000262773,ENSMMUG00000014935,47.3721
ENSG00000262773,ENSMMUG00000014935,47.6688
ENSG00000262773,ENSMMUG00000014935,47.6688
ENSG00000262773,ENSMMUG00000032568,48.2368
ENSG00000196950,ENSMMUG00000020152,48.5666
ENSG00000196950,ENSMMUG00000017323,48.4168
ENSG00000196950,ENSMMUG00000017323,48.215
ENSG00000196950,ENSMMUG00000019525,50.1484
ENSG00000196950,ENSMMUG00000017883,49.556
ENSG00000196950,ENSMMUG00000005066,48.5804
ENSG00000263163,ENSMMUG00000000323,48.8511
ENSG00000263163,ENSMMUG00000006166,48.3419
ENSG00000263163,ENSMMUG00000008108,48.7298
ENSG00000263163,ENSMMUG00000018336,48.14
ENSG00000061987,ENSMMUG00000000466,49.1911
ENSG00000061987,ENSMMUG00000011076,48.9723
ENSG00000061987,ENSMMUG00000012987,49.0709
ENSG00000061987,ENSMMUG00000012987,49.02
ENSG00000061987,ENSMMUG00000014235,49.0691
ENSG00000061987,ENSMMUG00000003505,49.308
ENSG00000061987,ENSMMUG00000005264,49.162
ENSG00000061987,ENSMMUG00000008503,49.0409
ENSG00000261539,ENSMMUG00000005304,45.6862
ENSG00000261539,ENSMMUG00000005304,46.1064
ENSG00000261539,ENSMMUG00000008622,47.3458
ENSG00000261539,ENSMMUG00000032427,47.3469
ENSG00000152133,ENSMMUG00000014258,49.0015
ENSG00000152133,ENSMMUG00000021298,48.8235
ENSG00000261992,ENSMMUG00000010169,50.9227
ENSG00000175215,ENSMMUG00000016465,50.1147
ENSG00000175215,ENSMMUG00000023021,48.9035
ENSG00000175215,ENSMMUG00000004858,48.5571
ENSG00000175215,ENSMMUG00000032486,47.2672
ENSG00000175215,ENSMMUG00000032498,49.2647
ENSG00000262452,ENSMMUG00000032460,47.8519
ENSG00000262452,ENSMMUG00000004218,48.6577
ENSG00000143379,ENSMMUG00000000856,48.2112
ENSG00000143379,ENSMMUG00000019345,49.245
ENSG00000143379,ENSMMUG00000002333,49.1018
ENSG00000143379,ENSMMUG00000019338,49.0528
ENSG00000143379,ENSMMUG00000015653,48.8497
ENSG00000143379,ENSMMUG00000019345,49.0717
ENSG00000143379,ENSMMUG00000007515,48.3254
ENSG00000143379,ENSMMUG00000003041,48.5729
ENSG00000143379,ENSMMUG00000017423,48.8136
ENSG00000118997,ENSMMUG00000032544,48.8889
ENSG00000118997,ENSMMUG00000022574,48.7897
ENSG00000118997,ENSMMUG00000018066,49.5017
ENSG00000118997,ENSMMUG00000012711,48.7868
ENSG00000118997,ENSMMUG00000004438,49.195
ENSG00000262563,ENSMMUG00000019555,49.4234
ENSG00000262563,ENSMMUG00000032555,49.6124
ENSG00000262563,ENSMMUG00000006616,50
ENSG00000173621,ENSMMUG00000005304,45.0968
ENSG00000173621,ENSMMUG00000010617,47.2645
ENSG00000173621,ENSMMUG00000005304,46.1451
ENSG00000263298,ENSMMUG00000004656,49.3822
ENSG00000261694,ENSMMUG00000017277,48.3204
ENSG00000261694,ENSMMUG00000032486,46.723
ENSG00000261694,ENSMMUG00000018435,47.3576
ENSG00000260334,ENSMMUG00000022210,48.7234
ENSG00000173237,ENSMMUG00000009476,47.4305
ENSG00000261125,ENSMMUG00000010471,49.7504
ENSG00000261125,ENSMMUG00000013607,49.2813
ENSG00000261125,ENSMMUG00000005616,49.6914
ENSG00000261125,ENSMMUG00000015291,48.7771
ENSG00000261125,ENSMMUG00000016608,48.9601
ENSG00000261125,ENSMMUG00000016608,48.7153
ENSG00000261125,ENSMMUG00000016608,48.5825
ENSG00000170854,ENSMMUG00000022568,49.4355
ENSG00000170854,ENSMMUG00000004382,49.4233
ENSG00000170854,ENSMMUG00000004045,49.1487
ENSG00000170854,ENSMMUG00000014055,48.3926
ENSG00000170854,ENSMMUG00000021850,48.8701
ENSG00000170854,ENSMMUG00000020152,49.6988
ENSG00000170854,ENSMMUG00000032327,49.2958
ENSG00000261577,ENSMMUG00000000323,48.4536
ENSG00000261577,ENSMMUG00000000323,48
ENSG00000261577,ENSMMUG00000000323,47.7552
ENSG00000261577,ENSMMUG00000012739,47.0533
ENSG00000261577,ENSMMUG00000012739,46.9388
ENSG00000261577,ENSMMUG00000032315,47.2131
ENSG00000261577,ENSMMUG00000001612,47.2076
ENSG00000261577,ENSMMUG00000005498,48.9761
ENSG00000075790,ENSMMUG00000002706,49.0814
ENSG00000075790,ENSMMUG00000008209,49.2569
ENSG00000075790,ENSMMUG00000032341,48.5739
ENSG00000075790,ENSMMUG00000014934,49.3298
ENSG00000075790,ENSMMUG00000007585,50
ENSG00000075790,ENSMMUG00000032476,49.6994
ENSG00000075790,ENSMMUG00000007585,48.3556
ENSG00000075790,ENSMMUG00000014829,51.2048
ENSG00000075790,ENSMMUG00000004262,48.7006
ENSG00000075790,ENSMMUG00000003566,49.1029
ENSG00000075790,ENSMMUG00000007997,49.3504
ENSG00000075790,ENSMMUG00000003566,49.1029
ENSG00000081320,ENSMMUG00000007997,48.6098
ENSG00000081320,ENSMMUG00000014935,48.2998
ENSG00000081320,ENSMMUG00000014829,49.1124
ENSG00000081320,ENSMMUG00000023281,49.5591
ENSG00000261230,ENSMMUG00000022138,47.4432
ENSG00000261230,ENSMMUG00000000286,47.1537
ENSG00000261230,ENSMMUG00000017015,47.2332
ENSG00000055332,ENSMMUG00000013753,49.7809
ENSG00000055332,ENSMMUG00000014935,48.2714
ENSG00000055332,ENSMMUG00000003505,49.2701
ENSG00000055332,ENSMMUG00000023281,49.8227
ENSG00000055332,ENSMMUG00000004054,49.215
ENSG00000173227,ENSMMUG00000013668,48.8752
ENSG00000173227,ENSMMUG00000005304,47.7354
ENSG00000173227,ENSMMUG00000032465,47.0199
ENSG00000173227,ENSMMUG00000005498,47.3862
ENSG00000143418,ENSMMUG00000021489,49.3067
ENSG00000143418,ENSMMUG00000006863,49.0815
ENSG00000143418,ENSMMUG00000003266,49.9048
ENSG00000143418,ENSMMUG00000006192,48.8462
ENSG00000143418,ENSMMUG00000013415,48.8024
ENSG00000143418,ENSMMUG00000009296,48.7462
ENSG00000143418,ENSMMUG00000001620,49.1071
ENSG00000143418,ENSMMUG00000022138,48.103
ENSG00000143418,ENSMMUG00000017753,48.0734
ENSG00000143418,ENSMMUG00000006863,49.1816
ENSG00000138411,ENSMMUG00000003317,49.1928
ENSG00000138411,ENSMMUG00000003317,48.9604
ENSG00000138411,ENSMMUG00000016291,48.5484
ENSG00000138411,ENSMMUG00000032454,48.0634
ENSG00000259858,ENSMMUG00000021413,49.1139
ENSG00000259858,ENSMMUG00000001307,49.2874
ENSG00000259858,ENSMMUG00000032365,48.2818
ENSG00000259858,ENSMMUG00000013753,49.4278
ENSG00000261163,ENSMMUG00000008623,48.1375
ENSG00000173914,ENSMMUG00000008428,49.3801
ENSG00000173914,ENSMMUG00000012771,49.1304
ENSG00000173914,ENSMMUG00000007695,49.0247
ENSG00000173914,ENSMMUG00000023726,47.9815
ENSG00000261258,ENSMMUG00000008623,48.9965
ENSG00000261258,ENSMMUG00000032470,49.4975
ENSG00000261258,ENSMMUG00000012743,48.7208
ENSG00000261258,ENSMMUG00000032572,49.2621
ENSG00000138061,ENSMMUG00000016588,49.2281
ENSG00000138061,ENSMMUG00000010944,48.5044
ENSG00000261301,ENSMMUG00000013213,48.3074
ENSG00000166896,ENSMMUG00000006863,48.5141
ENSG00000261180,ENSMMUG00000012899,49.0174
ENSG00000261180,ENSMMUG00000008614,48.8028
ENSG00000261180,ENSMMUG00000019345,48.3034
ENSG00000261180,ENSMMUG00000021739,49.1252
ENSG00000057019,ENSMMUG00000011271,49.2159
ENSG00000057019,ENSMMUG00000012836,49.3306
ENSG00000057019,ENSMMUG00000032342,48.7365
ENSG00000262254,ENSMMUG00000032442,49.5214
ENSG00000258231,ENSMMUG00000008303,48.7906
ENSG00000260753,ENSMMUG00000006179,48.8419
ENSG00000260753,ENSMMUG00000023021,48.7711
ENSG00000260753,ENSMMUG00000005175,48.7179
ENSG00000260753,ENSMMUG00000018535,48.6301
