homo_sapiens,gorilla_gorilla
ENSG00000198130,ENSGGOG00000022666,49.6368
ENSG00000260665,ENSGGOG00000026899,46.5153
ENSG00000261784,ENSGGOG00000010879,47.2352
ENSG00000260129,ENSGGOG00000027642,46.4536
ENSG00000261201,ENSGGOG00000014569,46.6909
ENSG00000261201,ENSGGOG00000013031,18.2848
ENSG00000260596,ENSGGOG00000013031,20.4427
ENSG00000260596,ENSGGOG00000001083,46.9504
ENSG00000260596,ENSGGOG00000001083,46.6667
ENSG00000262022,ENSGGOG00000001822,48.7861
ENSG00000260117,ENSGGOG00000001712,49.604
ENSG00000187939,ENSGGOG00000027893,46.2963
ENSG00000260789,ENSGGOG00000008892,47.5179
ENSG00000260789,ENSGGOG00000015599,46.5347
ENSG00000260789,ENSGGOG00000000224,48.0605
ENSG00000260789,ENSGGOG00000027642,46.8705
ENSG00000151689,ENSGGOG00000006828,49.2965
ENSG00000151689,ENSGGOG00000024005,47.1014
ENSG00000151689,ENSGGOG00000022757,49.7553
ENSG00000151689,ENSGGOG00000002075,49.7537
ENSG00000151689,ENSGGOG00000028291,49.9373
ENSG00000151689,ENSGGOG00000025576,49.0415
ENSG00000151689,ENSGGOG00000025511,49.1667
ENSG00000151689,ENSGGOG00000007127,50.1176
ENSG00000151689,ENSGGOG00000023316,48.6529
ENSG00000151689,ENSGGOG00000025219,49.1682
ENSG00000151689,ENSGGOG00000027478,49.2599
ENSG00000151689,ENSGGOG00000009969,49.0196
ENSG00000262334,ENSGGOG00000015520,48.2044
ENSG00000259823,ENSGGOG00000002786,48.6911
ENSG00000261352,ENSGGOG00000026860,43.1602
ENSG00000263255,ENSGGOG00000006443,33.8635
ENSG00000262204,ENSGGOG00000027513,13.2299
ENSG00000259816,ENSGGOG00000022961,35.7505
ENSG00000259816,ENSGGOG00000027924,48.6188
ENSG00000262622,ENSGGOG00000027513,46.9831
ENSG00000262770,ENSGGOG00000027513,39.0504
ENSG00000262742,ENSGGOG00000014267,48.8695
ENSG00000262742,ENSGGOG00000028211,49.0662
ENSG00000262742,ENSGGOG00000006837,48.6877
ENSG00000262742,ENSGGOG00000016685,48.7377
ENSG00000262742,ENSGGOG00000026860,48.4643
ENSG00000262742,ENSGGOG00000005564,48.7721
ENSG00000262742,ENSGGOG00000026860,48.8415
ENSG00000262742,ENSGGOG00000016654,48.6712
ENSG00000262742,ENSGGOG00000006384,49.3135
ENSG00000262742,ENSGGOG00000025754,48.8696
ENSG00000262742,ENSGGOG00000022351,49.0599
ENSG00000262742,ENSGGOG00000025346,48.0702
ENSG00000262742,ENSGGOG00000022306,49.2754
ENSG00000151690,ENSGGOG00000023066,49.6337
ENSG00000151690,ENSGGOG00000016464,46.8085
ENSG00000151690,ENSGGOG00000012686,49.6977
ENSG00000151690,ENSGGOG00000028322,50.0907
ENSG00000151690,ENSGGOG00000014852,49.4487
ENSG00000151690,ENSGGOG00000001808,48.2625
ENSG00000151690,ENSGGOG00000010545,49.783
ENSG00000151690,ENSGGOG00000022524,49.1964
ENSG00000262578,ENSGGOG00000006443,31.5332
ENSG00000263040,ENSGGOG00000027109,47.2393
ENSG00000263040,ENSGGOG00000022766,47.9574
ENSG00000263040,ENSGGOG00000023960,48.1959
ENSG00000262249,ENSGGOG00000006443,31.2539
ENSG00000262249,ENSGGOG00000024270,48.6198
ENSG00000263135,ENSGGOG00000010080,12.1881
ENSG00000262101,ENSGGOG00000006517,44.5327
ENSG00000262969,ENSGGOG00000006919,48.986
ENSG00000262969,ENSGGOG00000006919,48.8856
ENSG00000262103,ENSGGOG00000023554,48.9774
ENSG00000261993,ENSGGOG00000010451,11.2
ENSG00000262606,ENSGGOG00000006645,33.3816
ENSG00000189362,ENSGGOG00000001490,48.9948
ENSG00000189362,ENSGGOG00000023534,48.3796
ENSG00000262393,ENSGGOG00000012044,11.2774
ENSG00000262379,ENSGGOG00000028166,15.2791
ENSG00000262889,ENSGGOG00000028166,1.72043
ENSG00000262908,ENSGGOG00000028166,47.8081
ENSG00000262634,ENSGGOG00000025729,47.9174
ENSG00000138386,ENSGGOG00000027617,48.9831
ENSG00000138386,ENSGGOG00000015105,49.6479
ENSG00000138386,ENSGGOG00000022766,47.8899
ENSG00000138386,ENSGGOG00000013267,48.3051
ENSG00000138386,ENSGGOG00000002467,48.8297
ENSG00000138386,ENSGGOG00000023325,49.5434
ENSG00000138386,ENSGGOG00000022306,49.0775
ENSG00000138386,ENSGGOG00000016192,49.2718
ENSG00000138386,ENSGGOG00000024241,48.7658
ENSG00000138386,ENSGGOG00000016296,48.5769
ENSG00000138386,ENSGGOG00000024241,48.7658
ENSG00000261899,ENSGGOG00000022382,50.1429
ENSG00000261899,ENSGGOG00000027617,48.2759
ENSG00000261899,ENSGGOG00000003361,49.4279
ENSG00000261899,ENSGGOG00000002249,49.5433
ENSG00000262914,ENSGGOG00000027513,13.2299
ENSG00000262697,ENSGGOG00000027513,46.9831
ENSG00000263210,ENSGGOG00000027513,39.0504
ENSG00000263247,ENSGGOG00000027109,47.2393
ENSG00000263247,ENSGGOG00000022766,47.9574
ENSG00000263247,ENSGGOG00000023960,48.1959
ENSG00000262757,ENSGGOG00000010080,12.1881
ENSG00000262955,ENSGGOG00000006517,44.5327
ENSG00000115419,ENSGGOG00000002467,49.2553
ENSG00000115419,ENSGGOG00000002467,48.514
ENSG00000115419,ENSGGOG00000015683,49.2477
ENSG00000115419,ENSGGOG00000015760,48.9647
ENSG00000115419,ENSGGOG00000005222,48.8971
ENSG00000115419,ENSGGOG00000026453,49.5253
ENSG00000115419,ENSGGOG00000005222,49.3506
ENSG00000263284,ENSGGOG00000006919,48.986
ENSG00000263284,ENSGGOG00000006919,48.8856
ENSG00000261984,ENSGGOG00000023554,48.9774
ENSG00000262859,ENSGGOG00000010451,11.2
ENSG00000263318,ENSGGOG00000006645,33.3816
ENSG00000263028,ENSGGOG00000012044,11.477
ENSG00000263097,ENSGGOG00000028166,15.3771
ENSG00000262525,ENSGGOG00000028166,1.50538
ENSG00000262612,ENSGGOG00000028166,15.7741
ENSG00000262111,ENSGGOG00000028166,47.7178
ENSG00000261155,ENSGGOG00000027867,45.852
ENSG00000262139,ENSGGOG00000026705,48.8616
ENSG00000262139,ENSGGOG00000022699,48.9128
ENSG00000262139,ENSGGOG00000022699,49.3018
ENSG00000262139,ENSGGOG00000007417,49.0188
ENSG00000262145,ENSGGOG00000027838,48.3534
ENSG00000262217,ENSGGOG00000023281,49.3181
ENSG00000262788,ENSGGOG00000013205,49.1387
ENSG00000115415,ENSGGOG00000025079,48.9791
ENSG00000115415,ENSGGOG00000008196,49.4672
ENSG00000115415,ENSGGOG00000010070,49.0059
ENSG00000115415,ENSGGOG00000010070,49.3206
ENSG00000115415,ENSGGOG00000002110,47.6902
ENSG00000115415,ENSGGOG00000025346,48.6014
ENSG00000115415,ENSGGOG00000023046,48.3245
ENSG00000115415,ENSGGOG00000026860,49.3145
ENSG00000123427,ENSGGOG00000012231,48.3066
ENSG00000123427,ENSGGOG00000028217,48.8038
ENSG00000123427,ENSGGOG00000025990,49.6293
ENSG00000123427,ENSGGOG00000025990,48.1897
ENSG00000260873,ENSGGOG00000012718,49.5863
ENSG00000260873,ENSGGOG00000016534,47.8845
ENSG00000260873,ENSGGOG00000027653,47.7612
ENSG00000260873,ENSGGOG00000024662,47.9518
ENSG00000260873,ENSGGOG00000024097,47.7679
ENSG00000260873,ENSGGOG00000015560,48.289
ENSG00000260587,ENSGGOG00000013493,50.0414
ENSG00000259880,ENSGGOG00000026038,49.3495
ENSG00000182791,ENSGGOG00000005626,48.7822
ENSG00000259956,ENSGGOG00000001091,49.9172
ENSG00000260623,ENSGGOG00000014572,49.5488
ENSG00000260623,ENSGGOG00000014572,49.5627
ENSG00000260623,ENSGGOG00000001257,49.5044
ENSG00000173992,ENSGGOG00000010879,46.9231
ENSG00000173992,ENSGGOG00000027867,47.5584
ENSG00000173992,ENSGGOG00000013841,49.0347
ENSG00000261443,ENSGGOG00000012500,49.6492
ENSG00000261443,ENSGGOG00000005746,49.134
ENSG00000185055,ENSGGOG00000007376,49.5946
ENSG00000185055,ENSGGOG00000027923,49.9374
ENSG00000185055,ENSGGOG00000022789,49.7419
ENSG00000185055,ENSGGOG00000028067,49.7908
ENSG00000262243,ENSGGOG00000023005,49.4382
ENSG00000262243,ENSGGOG00000028007,49.1713
ENSG00000262243,ENSGGOG00000028007,49.1738
ENSG00000262243,ENSGGOG00000010351,48.6486
ENSG00000257921,ENSGGOG00000028350,47.7212
ENSG00000263138,ENSGGOG00000012110,48.9697
ENSG00000263138,ENSGGOG00000014267,48.5194
ENSG00000263138,ENSGGOG00000025009,45.9491
ENSG00000080224,ENSGGOG00000034939,49.5627
ENSG00000080224,ENSGGOG00000000082,47.7462
ENSG00000080224,ENSGGOG00000003266,49.6289
ENSG00000080224,ENSGGOG00000015649,49.1082
ENSG00000080224,ENSGGOG00000016192,49.1783
ENSG00000080224,ENSGGOG00000005953,49.5379
ENSG00000080224,ENSGGOG00000008053,48.951
ENSG00000260513,ENSGGOG00000026860,39.9614
ENSG00000261972,ENSGGOG00000011467,49.38
ENSG00000261972,ENSGGOG00000004101,48.8095
ENSG00000261972,ENSGGOG00000027920,49.3308
ENSG00000261972,ENSGGOG00000011467,49.0883
ENSG00000261972,ENSGGOG00000006624,49.1273
ENSG00000261972,ENSGGOG00000015763,49.7304
ENSG00000261972,ENSGGOG00000013644,48.4321
ENSG00000115808,ENSGGOG00000012898,48.7145
ENSG00000115808,ENSGGOG00000010169,45.2302
ENSG00000261657,ENSGGOG00000013279,49.3827
ENSG00000261657,ENSGGOG00000006278,48.9051
ENSG00000123297,ENSGGOG00000001081,49.5137
ENSG00000123297,ENSGGOG00000000247,49.4253
ENSG00000123297,ENSGGOG00000022328,49.1639
ENSG00000123297,ENSGGOG00000016620,48.4887
ENSG00000123297,ENSGGOG00000025346,48.8964
ENSG00000123297,ENSGGOG00000027361,48.4761
ENSG00000123297,ENSGGOG00000002786,48.7097
ENSG00000123297,ENSGGOG00000002309,49.308
ENSG00000123297,ENSGGOG00000026319,49.1724
ENSG00000260069,ENSGGOG00000001501,48.7408
ENSG00000260069,ENSGGOG00000027137,48.7984
ENSG00000138378,ENSGGOG00000028407,48.6818
ENSG00000138378,ENSGGOG00000028407,48.9369
ENSG00000138378,ENSGGOG00000024175,49.0876
ENSG00000138378,ENSGGOG00000023298,49.3653
ENSG00000138378,ENSGGOG00000024581,48.1547
ENSG00000138378,ENSGGOG00000027763,48.1013
ENSG00000260199,ENSGGOG00000009907,48.4694
ENSG00000260717,ENSGGOG00000025946,47.6271
ENSG00000260717,ENSGGOG00000024710,47.7541
ENSG00000260717,ENSGGOG00000027633,47.8981
ENSG00000260717,ENSGGOG00000008319,49.3865
ENSG00000260717,ENSGGOG00000024710,47.9755
ENSG00000260717,ENSGGOG00000027633,48.0861
ENSG00000260717,ENSGGOG00000016102,47.8585
ENSG00000260717,ENSGGOG00000027633,47.8972
ENSG00000259795,ENSGGOG00000016725,49.0526
ENSG00000259795,ENSGGOG00000027137,48.482
ENSG00000260287,ENSGGOG00000027137,48.5822
ENSG00000146776,ENSGGOG00000023474,50.2123
ENSG00000146776,ENSGGOG00000012496,49.4641
ENSG00000146776,ENSGGOG00000026808,49.0576
ENSG00000146776,ENSGGOG00000016972,49.6127
ENSG00000146776,ENSGGOG00000007577,49.2517
ENSG00000146776,ENSGGOG00000023965,48.2511
ENSG00000146776,ENSGGOG00000026808,49.0566
ENSG00000259801,ENSGGOG00000027137,48.9104
ENSG00000261256,ENSGGOG00000027137,48.6559
ENSG00000260952,ENSGGOG00000026696,48.7907
ENSG00000260164,ENSGGOG00000016587,48.1481
ENSG00000260164,ENSGGOG00000011493,48.5366
ENSG00000260164,ENSGGOG00000024674,48.4551
ENSG00000260164,ENSGGOG00000025009,48.9822
ENSG00000260164,ENSGGOG00000002929,47.491
ENSG00000260164,ENSGGOG00000027378,47.8417
ENSG00000261300,ENSGGOG00000002970,49.5822
ENSG00000261300,ENSGGOG00000011289,47.2803
ENSG00000261300,ENSGGOG00000023218,49.1796
ENSG00000143457,ENSGGOG00000008196,49.0163
ENSG00000143457,ENSGGOG00000025511,48.9209
ENSG00000143457,ENSGGOG00000027065,49.2582
ENSG00000128641,ENSGGOG00000007934,48.6014
ENSG00000128641,ENSGGOG00000027377,48.9256
ENSG00000128641,ENSGGOG00000023474,48.8587
ENSG00000128641,ENSGGOG00000005644,49.1182
ENSG00000128641,ENSGGOG00000024271,49.631
ENSG00000128641,ENSGGOG00000005564,49.542
ENSG00000128641,ENSGGOG00000022896,49.7326
ENSG00000128641,ENSGGOG00000034879,48.9924
ENSG00000128641,ENSGGOG00000022804,48.5461
ENSG00000128641,ENSGGOG00000028407,48.9521
ENSG00000260508,ENSGGOG00000014852,49.3757
ENSG00000239306,ENSGGOG00000011619,48.3734
ENSG00000239306,ENSGGOG00000023036,49.2286
ENSG00000239306,ENSGGOG00000027984,47.9452
ENSG00000239306,ENSGGOG00000014428,47.8142
ENSG00000239306,ENSGGOG00000025820,47.3118
ENSG00000261508,ENSGGOG00000014253,48.9646
ENSG00000262595,ENSGGOG00000013424,48.0883
ENSG00000262595,ENSGGOG00000025267,47.079
ENSG00000143452,ENSGGOG00000005564,47.7703
ENSG00000143452,ENSGGOG00000005564,48.6731
ENSG00000143452,ENSGGOG00000016654,48.8771
ENSG00000143452,ENSGGOG00000010632,48.9254
ENSG00000143452,ENSGGOG00000012076,49.1892
ENSG00000143452,ENSGGOG00000005564,48.1639
ENSG00000263310,ENSGGOG00000016587,48.0143
ENSG00000263310,ENSGGOG00000016587,48.0082
ENSG00000263310,ENSGGOG00000022517,47.9714
ENSG00000008869,ENSGGOG00000027789,49.1917
ENSG00000008869,ENSGGOG00000012817,49.2542
ENSG00000008869,ENSGGOG00000001490,49.3027
ENSG00000262782,ENSGGOG00000023870,49.1756
ENSG00000261149,ENSGGOG00000005626,49.1496
ENSG00000261149,ENSGGOG00000005626,48.7894
ENSG00000261149,ENSGGOG00000005746,49.3446
ENSG00000261149,ENSGGOG00000028263,47.5011
ENSG00000261149,ENSGGOG00000001689,48.1591
ENSG00000261530,ENSGGOG00000025833,48.2372
ENSG00000261530,ENSGGOG00000026409,49.2543
ENSG00000261023,ENSGGOG00000016102,49.4545
ENSG00000261023,ENSGGOG00000011755,48.7103
ENSG00000261023,ENSGGOG00000011755,48.7212
ENSG00000261023,ENSGGOG00000011755,48.7789
ENSG00000261023,ENSGGOG00000011755,49.6825
ENSG00000163131,ENSGGOG00000024850,48.9408
ENSG00000163131,ENSGGOG00000024850,49.3418
ENSG00000261074,ENSGGOG00000000438,49.8896
ENSG00000261074,ENSGGOG00000024500,49.1187
ENSG00000135407,ENSGGOG00000001418,0.899343
ENSG00000135407,ENSGGOG00000006011,47.8873
ENSG00000135407,ENSGGOG00000001418,32.9023
ENSG00000260220,ENSGGOG00000008892,47.8784
ENSG00000260130,ENSGGOG00000014572,49.5213
ENSG00000260130,ENSGGOG00000007494,49.0986
ENSG00000143387,ENSGGOG00000011253,49.7045
ENSG00000143387,ENSGGOG00000007804,49.4268
ENSG00000113966,ENSGGOG00000026036,48.8142
ENSG00000113966,ENSGGOG00000004849,49.1051
ENSG00000113966,ENSGGOG00000007376,48.8889
ENSG00000113966,ENSGGOG00000027171,48.4892
ENSG00000113966,ENSGGOG00000026274,48.2222
ENSG00000260383,ENSGGOG00000008248,46.9042
ENSG00000260383,ENSGGOG00000009450,47.0542
ENSG00000260383,ENSGGOG00000015536,47.115
ENSG00000248643,ENSGGOG00000008634,46.9987
ENSG00000248643,ENSGGOG00000016620,48.3715
ENSG00000248643,ENSGGOG00000003136,48.3284
ENSG00000248643,ENSGGOG00000008634,48.4775
ENSG00000261236,ENSGGOG00000003587,46.9822
ENSG00000261236,ENSGGOG00000024378,47.0046
ENSG00000173559,ENSGGOG00000006202,49.0404
ENSG00000173559,ENSGGOG00000022441,49.7034
ENSG00000173559,ENSGGOG00000024118,49.361
ENSG00000173559,ENSGGOG00000015683,49.9454
ENSG00000143437,ENSGGOG00000004406,49.9693
ENSG00000143437,ENSGGOG00000034818,49.4064
ENSG00000143437,ENSGGOG00000012775,49.2393
ENSG00000143437,ENSGGOG00000003636,49.1553
ENSG00000128536,ENSGGOG00000022698,48.1773
ENSG00000128536,ENSGGOG00000013205,49.4113
ENSG00000128536,ENSGGOG00000015333,48.1764
ENSG00000128536,ENSGGOG00000026326,48.5477
ENSG00000128536,ENSGGOG00000002484,49.6
ENSG00000128536,ENSGGOG00000027203,48.9186
ENSG00000128536,ENSGGOG00000014267,48.7363
ENSG00000261132,ENSGGOG00000003259,47.8385
ENSG00000261132,ENSGGOG00000025583,47.5724
ENSG00000261132,ENSGGOG00000008066,47.4153
ENSG00000172209,ENSGGOG00000028211,48.842
ENSG00000163171,ENSGGOG00000014267,49.7895
ENSG00000163171,ENSGGOG00000023691,49.1474
ENSG00000163171,ENSGGOG00000024004,49.3179
ENSG00000163171,ENSGGOG00000027476,49.0775
ENSG00000261698,ENSGGOG00000014343,47.0559
ENSG00000261698,ENSGGOG00000010879,45.6891
ENSG00000168497,ENSGGOG00000023191,49.5819
ENSG00000105865,ENSGGOG00000023218,48.4889
ENSG00000105865,ENSGGOG00000027171,48.4364
ENSG00000261678,ENSGGOG00000027642,45.3198
ENSG00000261587,ENSGGOG00000005409,46.4615
ENSG00000261587,ENSGGOG00000010019,47.807
ENSG00000261587,ENSGGOG00000003617,47.0345
ENSG00000144339,ENSGGOG00000003070,48.8037
ENSG00000144339,ENSGGOG00000015142,48.5023
ENSG00000144339,ENSGGOG00000024432,48.4839
ENSG00000262826,ENSGGOG00000023813,49.8003
ENSG00000262826,ENSGGOG00000016587,49.0131
ENSG00000262826,ENSGGOG00000011428,49.0703
ENSG00000233280,ENSGGOG00000027377,1.03238
ENSG00000080200,ENSGGOG00000016206,1.40109
ENSG00000080200,ENSGGOG00000028322,48.7889
ENSG00000080200,ENSGGOG00000016192,48.5482
ENSG00000261042,ENSGGOG00000027653,46.8687
ENSG00000261042,ENSGGOG00000006703,47.1735
ENSG00000261042,ENSGGOG00000022833,47.3534
ENSG00000261042,ENSGGOG00000013424,47.1508
ENSG00000261042,ENSGGOG00000014428,46.6368
ENSG00000261042,ENSGGOG00000022833,47.327
ENSG00000261042,ENSGGOG00000014343,46.6232
ENSG00000261042,ENSGGOG00000013424,46.9937
ENSG00000261042,ENSGGOG00000023985,47.6584
ENSG00000261042,ENSGGOG00000027893,47.1067
ENSG00000261042,ENSGGOG00000013644,46.6216
ENSG00000115841,ENSGGOG00000027171,48.0663
ENSG00000115841,ENSGGOG00000027171,48.5156
ENSG00000115841,ENSGGOG00000005769,48.2919
ENSG00000115841,ENSGGOG00000026860,48.3772
ENSG00000115841,ENSGGOG00000023227,48.4635
ENSG00000115841,ENSGGOG00000006954,48.5542
ENSG00000115841,ENSGGOG00000023554,48.5555
ENSG00000115841,ENSGGOG00000027924,48.11
ENSG00000115841,ENSGGOG00000026036,48.4572
ENSG00000173933,ENSGGOG00000024748,48.4061
ENSG00000173933,ENSGGOG00000026274,49.439
ENSG00000173933,ENSGGOG00000001404,48.3267
ENSG00000173933,ENSGGOG00000026428,48.9691
ENSG00000173933,ENSGGOG00000022925,49.8708
ENSG00000173933,ENSGGOG00000007261,49.4028
ENSG00000173933,ENSGGOG00000024674,48.4655
ENSG00000173933,ENSGGOG00000023773,48.4709
ENSG00000173933,ENSGGOG00000026696,49.0603
ENSG00000173933,ENSGGOG00000024600,48.745
ENSG00000173933,ENSGGOG00000003136,49.8492
ENSG00000262773,ENSGGOG00000024815,49.1519
ENSG00000262773,ENSGGOG00000016685,48.823
ENSG00000262773,ENSGGOG00000022789,48.3748
ENSG00000262773,ENSGGOG00000022789,48.2019
ENSG00000262773,ENSGGOG00000022789,48.0167
ENSG00000262773,ENSGGOG00000022789,48.0167
ENSG00000262773,ENSGGOG00000022441,48.7406
ENSG00000196950,ENSGGOG00000025841,49.0725
ENSG00000196950,ENSGGOG00000014223,48.877
ENSG00000196950,ENSGGOG00000023474,48.7223
ENSG00000196950,ENSGGOG00000027548,48.9614
ENSG00000196950,ENSGGOG00000025346,50.2664
ENSG00000196950,ENSGGOG00000026860,48.4002
ENSG00000263163,ENSGGOG00000025400,48.9406
ENSG00000263163,ENSGGOG00000001853,48.563
ENSG00000263163,ENSGGOG00000000099,48.7298
ENSG00000263163,ENSGGOG00000027184,49.0153
ENSG00000061987,ENSGGOG00000012718,48.6795
ENSG00000061987,ENSGGOG00000014223,49.0375
ENSG00000061987,ENSGGOG00000000118,48.9446
ENSG00000061987,ENSGGOG00000005644,49.0912
ENSG00000061987,ENSGGOG00000022699,48.8564
ENSG00000061987,ENSGGOG00000024958,48.6159
ENSG00000061987,ENSGGOG00000010362,49.3161
ENSG00000061987,ENSGGOG00000000118,49.1332
ENSG00000261539,ENSGGOG00000014343,46.9021
ENSG00000261539,ENSGGOG00000013424,47.0028
ENSG00000261539,ENSGGOG00000027058,46.4849
ENSG00000261539,ENSGGOG00000023355,45.7143
ENSG00000152133,ENSGGOG00000024850,48.6687
ENSG00000152133,ENSGGOG00000022961,49.1036
ENSG00000261992,ENSGGOG00000012817,50.6285
ENSG00000175215,ENSGGOG00000012500,49.7602
ENSG00000175215,ENSGGOG00000015635,48.8304
ENSG00000175215,ENSGGOG00000027633,48.3061
ENSG00000175215,ENSGGOG00000028522,48.7854
ENSG00000175215,ENSGGOG00000007410,48.5294
ENSG00000262452,ENSGGOG00000027171,47.7037
ENSG00000262452,ENSGGOG00000025955,48.6577
ENSG00000143379,ENSGGOG00000025346,48.7223
ENSG00000143379,ENSGGOG00000000082,49.9437
ENSG00000143379,ENSGGOG00000005222,48.503
ENSG00000143379,ENSGGOG00000028419,49.1881
ENSG00000143379,ENSGGOG00000016873,48.6539
ENSG00000143379,ENSGGOG00000010959,49.6906
ENSG00000143379,ENSGGOG00000028133,48.8995
ENSG00000143379,ENSGGOG00000005746,49.4032
ENSG00000143379,ENSGGOG00000012231,48.8136
ENSG00000118997,ENSGGOG00000016542,48.8347
ENSG00000118997,ENSGGOG00000014816,48.9269
ENSG00000118997,ENSGGOG00000025336,48.8372
ENSG00000118997,ENSGGOG00000005564,48.1156
ENSG00000118997,ENSGGOG00000022427,49.7317
ENSG00000262563,ENSGGOG00000021956,43.6573
ENSG00000262563,ENSGGOG00000000067,49.1473
ENSG00000262563,ENSGGOG00000028529,47.9757
ENSG00000173621,ENSGGOG00000014343,46.3226
ENSG00000173621,ENSGGOG00000003587,47.3468
ENSG00000173621,ENSGGOG00000014343,46.4286
ENSG00000263298,ENSGGOG00000012676,49.4031
ENSG00000261694,ENSGGOG00000004137,46.77
ENSG00000261694,ENSGGOG00000023823,46.8288
ENSG00000261694,ENSGGOG00000023005,47.1011
ENSG00000260334,ENSGGOG00000022572,48.2979
ENSG00000173237,ENSGGOG00000016452,48.1045
ENSG00000261125,ENSGGOG00000024167,48.7521
ENSG00000261125,ENSGGOG00000015006,48.46
ENSG00000261125,ENSGGOG00000004355,48.7654
ENSG00000261125,ENSGGOG00000015536,48.8298
ENSG00000261125,ENSGGOG00000004730,48.7888
ENSG00000261125,ENSGGOG00000010169,48.6136
ENSG00000261125,ENSGGOG00000010169,48.5567
ENSG00000170854,ENSGGOG00000003070,48.5802
ENSG00000170854,ENSGGOG00000010070,49.3806
ENSG00000170854,ENSGGOG00000027478,49.5072
ENSG00000170854,ENSGGOG00000024958,48.3926
ENSG00000170854,ENSGGOG00000009154,48.8701
ENSG00000170854,ENSGGOG00000027346,48.6446
ENSG00000170854,ENSGGOG00000014842,48.7027
ENSG00000261577,ENSGGOG00000008892,48.393
ENSG00000261577,ENSGGOG00000008892,47.9688
ENSG00000261577,ENSGGOG00000011811,48.2699
ENSG00000261577,ENSGGOG00000003008,47.2404
ENSG00000261577,ENSGGOG00000027867,46.9388
ENSG00000261577,ENSGGOG00000027867,46.1202
ENSG00000261577,ENSGGOG00000027867,46.8915
ENSG00000261577,ENSGGOG00000025199,48.2935
ENSG00000075790,ENSGGOG00000011379,49.4969
ENSG00000075790,ENSGGOG00000015683,48.3015
ENSG00000075790,ENSGGOG00000005564,49.0061
ENSG00000075790,ENSGGOG00000005222,49.4638
ENSG00000075790,ENSGGOG00000004029,50
ENSG00000075790,ENSGGOG00000015683,50.1002
ENSG00000075790,ENSGGOG00000023218,48.7153
ENSG00000075790,ENSGGOG00000002469,51.004
ENSG00000075790,ENSGGOG00000007560,49.3785
ENSG00000075790,ENSGGOG00000027065,49.9528
ENSG00000075790,ENSGGOG00000026836,49.6449
ENSG00000075790,ENSGGOG00000027065,49.9528
ENSG00000081320,ENSGGOG00000023474,48.8179
ENSG00000081320,ENSGGOG00000022789,48.6468
ENSG00000081320,ENSGGOG00000025240,48.5207
ENSG00000081320,ENSGGOG00000023587,48.5009
ENSG00000261230,ENSGGOG00000003617,47.7273
ENSG00000261230,ENSGGOG00000023813,47.9606
ENSG00000261230,ENSGGOG00000006703,47.0356
ENSG00000055332,ENSGGOG00000015271,49.6216
ENSG00000055332,ENSGGOG00000022789,48.1409
ENSG00000055332,ENSGGOG00000025946,49.2701
ENSG00000055332,ENSGGOG00000025346,49.6454
ENSG00000055332,ENSGGOG00000028211,49.3174
ENSG00000173227,ENSGGOG00000016587,49.1839
ENSG00000173227,ENSGGOG00000025611,47.8546
ENSG00000173227,ENSGGOG00000004995,47.5617
ENSG00000173227,ENSGGOG00000016464,47.8921
ENSG00000143418,ENSGGOG00000028613,49.3067
ENSG00000143418,ENSGGOG00000026577,49.8802
ENSG00000143418,ENSGGOG00000028160,49.8413
ENSG00000143418,ENSGGOG00000024199,48.8942
ENSG00000143418,ENSGGOG00000026696,48.6028
ENSG00000143418,ENSGGOG00000027893,48.6459
ENSG00000143418,ENSGGOG00000011940,49.5536
ENSG00000143418,ENSGGOG00000013687,48.103
ENSG00000143418,ENSGGOG00000027653,47.8899
ENSG00000143418,ENSGGOG00000013267,49.8603
ENSG00000138411,ENSGGOG00000002249,49.3572
ENSG00000138411,ENSGGOG00000015734,49.3792
ENSG00000138411,ENSGGOG00000027133,48.5484
ENSG00000138411,ENSGGOG00000006011,47.8873
ENSG00000259858,ENSGGOG00000022666,49.2405
ENSG00000259858,ENSGGOG00000001069,49.5172
ENSG00000259858,ENSGGOG00000024958,49.1409
ENSG00000259858,ENSGGOG00000011659,49.4823
ENSG00000261163,ENSGGOG00000026577,47.8152
ENSG00000173914,ENSGGOG00000005954,49.1663
ENSG00000173914,ENSGGOG00000021937,48.8043
ENSG00000173914,ENSGGOG00000028291,49.4148
ENSG00000173914,ENSGGOG00000022441,48.3276
ENSG00000261258,ENSGGOG00000010848,48.4848
ENSG00000261258,ENSGGOG00000011546,47.4874
ENSG00000261258,ENSGGOG00000010848,48.6456
ENSG00000261258,ENSGGOG00000016873,48.8041
ENSG00000138061,ENSGGOG00000014267,48.3896
ENSG00000138061,ENSGGOG00000027794,47.9061
ENSG00000261301,ENSGGOG00000006400,1.82983
ENSG00000166896,ENSGGOG00000027838,48.3534
ENSG00000261180,ENSGGOG00000022699,49.3307
ENSG00000261180,ENSGGOG00000003519,49.2254
ENSG00000261180,ENSGGOG00000025722,48.3034
ENSG00000261180,ENSGGOG00000025576,49.7981
ENSG00000057019,ENSGGOG00000001822,49.4283
ENSG00000057019,ENSGGOG00000025049,49.3559
ENSG00000057019,ENSGGOG00000024760,48.556
ENSG00000262254,ENSGGOG00000025261,49.3299
ENSG00000258231,ENSGGOG00000023785,49.067
ENSG00000260753,ENSGGOG00000022328,49.0433
ENSG00000260753,ENSGGOG00000014842,48.7711
ENSG00000260753,ENSGGOG00000000700,49.3333
